retriever,alpha,qid,ee_d,ee_r,eu,ee_d_interval
bm25,1,31438,0.097222,0.333333,0.09090672932490995,0.0-0.2
bm25,1,31439,0.094444,0.383333,0.3351084366081945,0.0-0.2
bm25,1,31440,0.094444,0.5,0.5407884771606782,0.0-0.2
bm25,1,31441,0.1,0.333333,0.3378957297934578,0.0-0.2
bm25,1,31442,0.091667,0.133333,0.0,0.0-0.2
bm25,1,31443,0.119444,0.033333,0.3946250869621956,0.0-0.2
bm25,1,31444,0.091667,0.3,0.2857595731105379,0.0-0.2
bm25,1,31445,0.102778,0.383333,0.13582888993917822,0.0-0.2
bm25,1,31446,0.108333,0.0,0.1525399511568386,0.0-0.2
bm25,1,31447,0.102778,0.083333,0.17130976982961907,0.0-0.2
bm25,1,31448,0.091667,0.05,0.04893408191927491,0.0-0.2
bm25,1,31449,0.1,0.466667,0.2800046039443815,0.0-0.2
bm25,1,31450,0.1,0.05,0.1891675306949143,0.0-0.2
bm25,1,31451,0.097222,0.183333,0.23946272257370746,0.0-0.2
bm25,1,31452,0.1,0.066667,0.0151515144342779,0.0-0.2
bm25,1,31453,0.094444,0.316667,0.27760847904908015,0.0-0.2
bm25,1,31454,0.097222,0.3,0.4068896313256991,0.0-0.2
bm25,1,31455,0.1,0.316667,0.14922815154055336,0.0-0.2
bm25,1,31456,0.097222,0.216667,0.24254826914280356,0.0-0.2
bm25,1,31457,0.094444,0.15,0.0689294589448709,0.0-0.2
bm25,1,31458,0.1,0.25,0.17961760007847338,0.0-0.2
bm25,1,31459,0.111111,0.116667,0.13231905563153148,0.0-0.2
bm25,1,31460,0.133333,0.083333,0.2931786581207647,0.0-0.2
bm25,1,31461,0.122222,0.183333,0.22481082205354028,0.0-0.2
bm25,1,31462,0.125,0.166667,0.19696001454179612,0.0-0.2
bm25,1,31463,0.125,0.283333,0.15456903332052493,0.0-0.2
bm25,1,31464,0.105556,0.083333,0.19480055121066903,0.0-0.2
bm25,1,31465,0.111111,0.216667,0.14783924590222727,0.0-0.2
bm25,1,31466,0.125,0.183333,0.24223413453473233,0.0-0.2
bm25,1,31467,0.125,0.383333,0.30064496431740784,0.0-0.2
bm25,1,31468,0.144444,0.016667,0.1517316436671337,0.0-0.2
bm25,1,31469,0.127778,0.2,0.1724548493746081,0.0-0.2
bm25,1,31470,0.113889,0.533333,0.6399415187849391,0.0-0.2
bm25,1,31471,0.111111,0.216667,0.12444037888444348,0.0-0.2
bm25,1,31472,0.116667,0.333333,0.1301060513597125,0.0-0.2
bm25,1,31473,0.127778,0.083333,0.09245023503957178,0.0-0.2
bm25,1,31474,0.116667,0.066667,0.1351520431753568,0.0-0.2
bm25,1,31475,0.122222,0.166667,0.24773659807514142,0.0-0.2
bm25,1,31476,0.147222,0.15,0.18489349907062347,0.0-0.2
bm25,1,31477,0.122222,0.333333,0.2767001739614435,0.0-0.2
bm25,1,31478,0.133333,0.3,0.08661977709062155,0.0-0.2
bm25,1,31479,0.113889,0.116667,0.16628651411812076,0.0-0.2
bm25,1,31480,0.122222,0.133333,0.12379556429500055,0.0-0.2
bm25,1,31481,0.122222,0.183333,0.0749742407488235,0.0-0.2
bm25,1,31482,0.111111,0.383333,0.21758933937550107,0.0-0.2
bm25,1,31483,0.113889,0.05,0.07196969665719698,0.0-0.2
bm25,1,31484,0.266667,0.107692,0.3677181481920364,0.2-0.4
bm25,1,31485,0.25,0.25,0.3625267961372041,0.2-0.4
bm25,1,31486,0.266667,0.316667,0.32341528846089873,0.2-0.4
bm25,1,31487,0.238889,0.215385,0.5192419756002196,0.2-0.4
bm25,1,31488,0.233333,0.716667,0.5153989333229432,0.2-0.4
bm25,1,31489,0.275,0.483333,0.45164137828453393,0.2-0.4
bm25,1,31490,0.694444,0.666667,0.15957084836651286,0.6-0.8
bm25,1,31492,0.444444,0.385135,0.23238134502572125,0.4-0.6
bm25,1,31493,0.377778,0.366667,0.3319226919643078,0.2-0.4
bm25,1,31496,0.383333,0.316667,0.25068707521763917,0.2-0.4
bm25,1,31498,0.308333,0.205128,0.2081373709385912,0.2-0.4
bm25,1,31499,0.283333,0.181694,0.13235294068800466,0.2-0.4
bm25,1,31501,0.325,0.233333,0.21116839657414582,0.2-0.4
bm25,1,31502,0.286111,0.139394,0.16661632056215495,0.2-0.4
bm25,1,31504,0.275,0.466667,0.17879844983009544,0.2-0.4
bm25,1,31506,0.277778,0.316667,0.200285813380621,0.2-0.4
bm25,1,31507,0.133333,0.166667,0.22747516681495283,0.0-0.2
bm25,1,31508,0.141667,0.233333,0.07945156548734454,0.0-0.2
bm25,1,31509,0.158333,0.033333,0.09197260932465574,0.0-0.2
bm25,1,31510,0.136111,0.066667,0.2798072311479594,0.0-0.2
bm25,1,31511,0.102778,0.054839,0.35903861596667286,0.0-0.2
bm25,1,31512,0.116667,0.083333,0.06878306874611571,0.0-0.2
bm25,1,31513,0.141667,0.1,0.10979117111228871,0.0-0.2
bm25,1,31515,0.138889,0.0,0.0,0.0-0.2
bm25,1,31516,0.116667,0.316667,0.1085900456620848,0.0-0.2
bm25,1,31518,0.116667,0.216667,0.549090410472632,0.0-0.2
bm25,1,31519,0.130556,0.216667,0.13567993354569305,0.0-0.2
bm25,1,31520,0.133333,0.216667,0.2064986174565839,0.0-0.2
bm25,1,31521,0.125,0.083333,0.5493647765003556,0.0-0.2
bm25,1,31522,0.133333,0.066667,0.1337079059928091,0.0-0.2
bm25,1,31523,0.144444,0.466667,0.18453541933372078,0.0-0.2
bm25,1,31524,0.136111,0.183333,0.36276976352208573,0.0-0.2
bm25,1,31525,0.122222,0.033333,0.3249661191842667,0.0-0.2
bm25,1,31526,0.130556,0.283333,0.2557568545122007,0.0-0.2
bm25,1,31527,0.166667,0.2,0.10784152290847686,0.0-0.2
bm25,1,31528,0.530556,0.666667,0.4815153554404673,0.4-0.6
bm25,1,31529,0.502778,0.716667,0.34375007897377036,0.4-0.6
bm25,1,31530,0.505556,0.466667,0.31726734770608417,0.4-0.6
bm25,1,31531,0.505556,0.333333,0.33289841464451997,0.4-0.6
bm25,1,31532,0.680556,0.261905,0.529608348428356,0.6-0.8
bm25,1,31536,0.444444,0.245098,0.399461623112271,0.4-0.6
bm25,1,31537,0.755556,1.0,0.6412288368466409,0.6-0.8
bm25,1,31538,0.577778,0.633333,0.33637405530459685,0.4-0.6
bm25,1,31539,0.558333,0.583333,0.5008319191654111,0.4-0.6
bm25,1,31540,0.225,0.144444,0.03933898963917038,0.2-0.4
bm25,1,31541,0.213889,0.158824,0.2561824961017524,0.2-0.4
bm25,1,31542,0.238889,0.5,0.1416066378542622,0.2-0.4
bm25,1,31543,0.227778,0.144444,0.04502687971611621,0.2-0.4
bm25,1,31544,0.252778,0.071795,0.029116464893278,0.2-0.4
bm25,1,31545,0.280556,0.035897,0.2772667841193777,0.2-0.4
bm25,1,31546,0.111111,0.3,0.244687927145295,0.0-0.2
bm25,1,31547,0.113889,0.383333,0.41420598172330597,0.0-0.2
bm25,1,31548,0.094444,0.35,0.32169992924108637,0.0-0.2
bm25,1,31549,0.091667,0.233333,0.17935696195127754,0.0-0.2
bm25,1,31551,0.094444,0.083333,0.3520303432614309,0.0-0.2
bm25,1,31552,0.102778,0.383333,0.11726754661777225,0.0-0.2
bm25,1,31553,0.091667,0.516667,0.2869535047735,0.0-0.2
bm25,1,31554,0.097222,0.533333,0.3324133598644261,0.0-0.2
bm25,1,31555,0.108333,0.1,0.4341168561473839,0.0-0.2
bm25,1,31556,0.108333,0.383333,0.2920650662286617,0.0-0.2
bm25,1,31557,0.091667,0.05,0.0749723374068723,0.0-0.2
bm25,1,31558,0.102778,0.166667,0.11387125949061791,0.0-0.2
bm25,1,31559,0.105556,0.116667,0.06942349935014798,0.0-0.2
bm25,1,31560,0.088889,0.15,0.14305148955517974,0.0-0.2
bm25,1,31561,0.097222,0.2,0.4377193657523488,0.0-0.2
bm25,1,31562,0.113889,0.116667,0.09153611916588836,0.0-0.2
bm25,1,31563,0.088889,0.0,0.26761882734528536,0.0-0.2
bm25,1,31564,0.088889,0.283333,0.1427927353743487,0.0-0.2
bm25,1,31565,0.102778,0.066667,0.20261755267741952,0.0-0.2
bm25,1,31566,0.105556,0.133333,0.05945797169400452,0.0-0.2
bm25,1,31567,0.1,0.25,0.24106713555632017,0.0-0.2
bm25,1,31568,0.1,0.15,0.17593283371621007,0.0-0.2
bm25,1,31569,0.102778,0.216667,0.11921883520478888,0.0-0.2
bm25,1,31570,0.094444,0.383333,0.2282256226605379,0.0-0.2
bm25,1,31571,0.1,0.483333,0.23972134462535338,0.0-0.2
bm25,1,31572,0.091667,0.516667,0.3830340907838549,0.0-0.2
bm25,1,31573,0.094444,0.183333,0.17741935115873442,0.0-0.2
bm25,1,31574,0.108333,0.266667,0.23684726692885616,0.0-0.2
bm25,1,31575,0.105556,0.183333,0.25306159478475937,0.0-0.2
bm25,1,31576,0.122222,0.45,0.2384667590695848,0.0-0.2
bm25,1,31577,0.111111,0.266667,0.21067449426294943,0.0-0.2
bm25,1,31578,0.102778,0.3,0.3504033767173832,0.0-0.2
bm25,1,31579,0.091667,0.283333,0.1958094085707566,0.0-0.2
bm25,1,31580,0.102778,0.316667,0.36095223005153754,0.0-0.2
bm25,1,31581,0.097222,0.083333,0.2215337204270309,0.0-0.2
bm25,1,31582,0.108333,0.1,0.25544964722578006,0.0-0.2
bm25,1,31583,0.094444,0.266667,0.8634538146199254,0.0-0.2
bm25,1,31584,0.102778,0.2,0.14546820268807553,0.0-0.2
bm25,1,31585,0.097222,0.2,0.1947772458357562,0.0-0.2
bm25,1,31586,0.097222,0.183333,0.15084287742994942,0.0-0.2
bm25,1,31587,0.105556,0.333333,0.17356940689898775,0.0-0.2
bm25,1,31588,0.105556,0.416667,0.20565298756452277,0.0-0.2
bm25,1,31589,0.094444,0.166667,0.10852713096493607,0.0-0.2
bm25,1,31590,0.108333,0.016667,0.179427455449488,0.0-0.2
bm25,1,31591,0.1,0.533333,0.34815304873082326,0.0-0.2
bm25,1,31592,0.1,0.2,0.13936027678377008,0.0-0.2
bm25,1,31593,0.097222,0.133333,0.18490997146776675,0.0-0.2
bm25,1,31594,0.097222,0.2,0.14687028449979336,0.0-0.2
bm25,1,31595,0.105556,0.116667,0.0741946556883709,0.0-0.2
bm25,1,31596,0.088889,0.05,0.1299257824605944,0.0-0.2
bm25,1,31597,0.111111,0.0,0.0,0.0-0.2
bm25,1,31598,0.1,0.1,0.036458331288294,0.0-0.2
bm25,1,31600,0.1,0.2,0.10883109722235777,0.0-0.2
bm25,1,31601,0.105556,0.4,0.23048974880291342,0.0-0.2
bm25,1,31602,0.111111,0.266667,0.2598289653867652,0.0-0.2
bm25,1,31604,0.25,0.533333,0.7805592705681179,0.2-0.4
bm25,1,31606,0.272222,0.5,0.124336181888053,0.2-0.4
bm25,1,31607,0.236111,0.916667,0.26553011754277517,0.2-0.4
bm25,1,31608,0.236111,0.14359,0.22347595097122228,0.2-0.4
bm25,1,31610,0.211111,0.166667,0.27588262942749564,0.2-0.4
bm25,1,31611,0.230556,0.283333,0.24870343626636993,0.2-0.4
bm25,1,31612,0.205556,0.041371,0.2489962582639717,0.2-0.4
bm25,1,31613,0.175,0.233333,0.38640758397322894,0.0-0.2
bm25,1,31614,0.208333,0.833333,0.2481815513485391,0.2-0.4
bm25,1,31615,0.205556,1.0,0.28889857303067823,0.2-0.4
bm25,1,31616,0.172222,0.4,0.1500611965807482,0.0-0.2
bm25,1,31617,0.186111,0.483333,0.21652019162700575,0.0-0.2
bm25,1,31619,0.425,0.6,0.1553771589358836,0.4-0.6
bm25,1,31621,0.241667,0.216667,0.31623386471406384,0.2-0.4
bm25,1,31622,0.219444,0.4,0.3278208424142179,0.2-0.4
bm25,1,31623,0.258333,0.366667,0.21582167048127449,0.2-0.4
bm25,1,31624,0.244444,0.383333,0.04771589968151884,0.2-0.4
bm25,1,31626,0.111111,0.016667,0.13120437527858372,0.0-0.2
bm25,1,31627,0.116667,0.040378,0.2873630971749981,0.0-0.2
bm25,1,31628,0.111111,0.083333,0.0,0.0-0.2
bm25,1,31629,0.113889,0.316667,0.11134196178695958,0.0-0.2
bm25,1,31630,0.116667,0.15,0.31897523942431943,0.0-0.2
bm25,1,31631,0.125,0.05,0.3194922933737005,0.0-0.2
bm25,1,31632,0.125,0.133333,0.3241252383617494,0.0-0.2
bm25,1,31634,0.116667,0.082547,0.6133333317973335,0.0-0.2
bm25,1,31635,0.097222,0.166667,0.18465367403020194,0.0-0.2
bm25,1,31636,0.108333,0.0,0.6282941557779718,0.0-0.2
bm25,1,31637,0.108333,0.116667,0.09413769421969512,0.0-0.2
bm25,1,31638,0.127778,0.0,0.5985360347246318,0.0-0.2
bm25,1,31640,0.119444,0.166667,0.33423562701584225,0.0-0.2
bm25,1,31642,0.127778,0.216667,0.18508606813324494,0.0-0.2
bm25,1,31643,0.111111,0.366667,0.13310342594288702,0.0-0.2
bm25,1,31645,0.119444,0.066667,0.33619997038042293,0.0-0.2
bm25,1,31647,0.125,0.083333,0.29012768331784294,0.0-0.2
bm25,1,31648,0.116667,0.116667,0.09235306438755594,0.0-0.2
bm25,1,31649,0.122222,0.0,0.16657817613258855,0.0-0.2
bm25,1,31650,0.116667,0.05,0.08868695439053037,0.0-0.2
bm25,1,31651,0.133333,0.033333,0.0,0.0-0.2
bm25,1,31652,0.1,0.027516,0.1815651511490207,0.0-0.2
bm25,1,31654,0.422222,0.264815,0.1457022702192261,0.4-0.6
bm25,1,31655,0.469444,0.3,0.37361438629924243,0.4-0.6
bm25,1,31656,0.402778,0.340476,1.0,0.4-0.6
bm25,1,31657,0.616667,0.431159,0.6723704582853889,0.6-0.8
bm25,1,31658,0.605556,0.522727,0.8845547661193477,0.6-0.8
bm25,1,31659,0.661111,0.833333,0.39978826815198876,0.6-0.8
bm25,1,31661,0.538889,0.866667,0.2773090908171065,0.4-0.6
bm25,1,31662,0.333333,1.0,0.33788484931664414,0.2-0.4
bm25,1,31663,0.369444,0.195122,0.4535223523333936,0.2-0.4
bm25,1,31664,0.341667,0.6,0.4025061066351768,0.2-0.4
bm25,1,31665,0.172222,0.716667,0.21137374400713455,0.0-0.2
bm25,1,31666,0.180556,0.233333,0.19243919052906933,0.0-0.2
bm25,1,31668,0.158333,0.283333,0.0926217635089182,0.0-0.2
bm25,1,31669,0.161111,0.082956,0.27168778240780656,0.0-0.2
bm25,1,31672,0.183333,0.2,0.1839502544217436,0.0-0.2
bm25,1,31673,0.152778,0.233333,0.6341025614253574,0.0-0.2
bm25,1,31674,0.166667,0.166667,0.1070506470109044,0.0-0.2
bm25,1,31677,0.655556,0.9,0.24229432989112012,0.6-0.8
bm25,1,31678,0.6,1.0,0.5374756184207605,0.4-0.6
bm25,1,31682,0.372222,0.533333,0.2959710491842754,0.2-0.4
bm25,1,31683,0.377778,0.733333,0.3749112834582996,0.2-0.4
bm25,1,31686,0.127778,0.5,0.35573940938627474,0.0-0.2
bm25,1,31687,0.119444,0.4,0.23754353129187053,0.0-0.2
bm25,1,31688,0.122222,0.266667,0.22314376447466813,0.0-0.2
bm25,1,31689,0.125,0.166667,0.16668020693095348,0.0-0.2
bm25,1,31690,0.138889,0.35,0.18209129726539516,0.0-0.2
bm25,1,31691,0.122222,0.039819,0.0,0.0-0.2
bm25,1,31692,0.130556,0.55,0.21117495927484425,0.0-0.2
bm25,1,31693,0.125,0.233333,0.32834969334518016,0.0-0.2
bm25,1,31694,0.161111,0.633333,0.37895757996980006,0.0-0.2
bm25,1,31695,0.138889,0.2,0.1195474746523121,0.0-0.2
bm25,1,31696,0.158333,0.3,0.2894307844210105,0.0-0.2
bm25,1,31697,0.127778,0.116667,0.37734573960081574,0.0-0.2
bm25,1,31698,0.119444,0.433333,0.14300268222219312,0.0-0.2
bm25,1,31700,0.113889,0.116667,0.10303360484895939,0.0-0.2
bm25,1,31701,0.133333,0.216667,0.10285768367224148,0.0-0.2
bm25,1,31702,0.127778,0.116667,0.2036646954740909,0.0-0.2
bm25,1,31703,0.119444,0.083333,0.09444444507139915,0.0-0.2
bm25,1,31704,0.122222,0.116667,0.22883089511444202,0.0-0.2
bm25,1,31705,0.116667,0.166667,0.18522736195649356,0.0-0.2
bm25,1,31707,0.622222,0.6,0.08521172640113475,0.6-0.8
bm25,1,31708,0.641667,0.566667,0.10254107174757128,0.6-0.8
bm25,1,31710,0.586111,0.454545,0.1455627682383203,0.4-0.6
bm25,1,31711,0.244444,0.65,0.4144865782144853,0.2-0.4
bm25,1,31712,0.205556,0.7,0.29131154326981384,0.2-0.4
bm25,1,31713,0.202778,0.11236,0.515341167453586,0.2-0.4
bm25,1,31716,0.202778,0.733333,0.533695113665382,0.2-0.4
bm25,1,31717,0.177778,0.149813,0.3204834452415098,0.0-0.2
bm25,1,31719,0.594444,0.304348,0.2282979276995721,0.4-0.6
bm25,1,31721,0.647222,0.833333,0.3608368023817736,0.6-0.8
bm25,1,31722,0.533333,0.666667,0.3264706495810901,0.4-0.6
bm25,1,31723,0.538889,0.452381,0.15076633858700234,0.4-0.6
bm25,1,31725,0.294444,0.1,0.04974160105131908,0.2-0.4
bm25,1,31726,0.294444,0.266667,0.11742423971590935,0.2-0.4
bm25,1,31727,0.227778,0.383333,0.20372229282402618,0.2-0.4
bm25,1,31729,0.188889,0.5,0.07804240710706419,0.0-0.2
bm25,1,31730,0.227778,0.25,0.3279981723391141,0.2-0.4
bm25,1,31732,0.208333,0.15,0.2719240643243419,0.2-0.4
bm25,1,31733,0.258333,0.116667,0.28326739150770436,0.2-0.4
bm25,1,31734,0.197222,0.3,0.23705830551995913,0.0-0.2
bm25,1,31735,0.213889,0.146667,0.4764085175469569,0.2-0.4
bm25,1,31736,0.388889,0.278571,0.6339572075155957,0.2-0.4
bm25,1,31738,0.375,0.933333,0.3470572511317628,0.2-0.4
bm25,1,31739,0.338889,0.966667,0.33156774942897105,0.2-0.4
bm25,1,31740,0.344444,0.7,0.0819466689188561,0.2-0.4
bm25,1,31741,0.363889,0.633333,0.48969598760088257,0.2-0.4
bm25,1,31742,0.541667,0.85,0.6278758624915325,0.4-0.6
bm25,1,31743,0.519444,0.783333,0.19386343890099184,0.4-0.6
bm25,1,31744,0.427778,0.272727,0.1311847204465182,0.4-0.6
bm25,1,31746,0.413889,0.371622,0.6069371883987442,0.4-0.6
bm25,1,31748,0.488889,0.277778,0.15476190469387754,0.4-0.6
bm25,1,31752,0.325,0.204403,0.48946031456772887,0.2-0.4
bm25,1,31753,0.355556,0.228261,0.022626792397883167,0.2-0.4
bm25,1,31754,0.380556,0.233333,0.21896536802674924,0.2-0.4
bm25,1,31756,0.658333,0.933333,0.15728492052580914,0.6-0.8
bm25,1,31757,0.758333,0.716667,0.5288536349651682,0.6-0.8
bm25,1,31758,0.683333,0.404762,0.27976821602610674,0.6-0.8
bm25,1,31759,0.316667,0.716667,0.41659894364173045,0.2-0.4
bm25,1,31761,0.288889,0.171569,0.07751136548818575,0.2-0.4
bm25,1,31762,0.258333,0.366667,0.2968392141725399,0.2-0.4
bm25,1,31764,0.569444,0.380952,0.08843551230567931,0.4-0.6
bm25,1,31766,0.402778,0.20155,0.39549322411641985,0.4-0.6
bm25,1,31769,0.275,0.65,0.33667816564690983,0.2-0.4
bm25,1,31771,0.291667,0.287671,0.39368974752371666,0.2-0.4
bm25,1,31772,0.347222,0.816667,0.2640401087950445,0.2-0.4
bm25,1,31773,0.458333,0.666667,0.5779245031707921,0.4-0.6
bm25,1,31775,0.45,0.441176,0.27771177064351593,0.4-0.6
bm25,1,31776,0.522222,0.5,0.22767797091109407,0.4-0.6
bm25,1,31778,0.522222,0.45,0.15566251475519824,0.4-0.6
bm25,1,31779,0.541667,0.516667,0.6415145830671135,0.4-0.6
bm25,1,31781,0.747222,0.730769,0.3604263421039671,0.6-0.8
bm25,1,31782,0.430556,0.583333,0.3861175549024114,0.4-0.6
bm25,1,31783,0.388889,0.85,0.44150801681870533,0.2-0.4
bm25,1,31784,0.461111,0.85,0.30132771391562885,0.4-0.6
bm25,1,31785,0.761111,1.0,0.41729539924737397,0.6-0.8
bm25,1,31787,0.305556,0.65,0.368218811416385,0.2-0.4
bm25,1,31788,0.305556,0.683333,0.44599203874650584,0.2-0.4
bm25,1,31789,0.322222,0.266667,0.08333333333333334,0.2-0.4
bm25,1,31791,0.341667,0.433333,0.2701537634455076,0.2-0.4
bm25,1,31792,0.322222,0.266667,0.021513435070266523,0.2-0.4
bm25,1,31793,0.280556,0.233607,0.24990493460865396,0.2-0.4
bm25,1,31796,0.366667,0.466667,0.24741593741503287,0.2-0.4
bm25,1,31797,0.347222,0.357724,0.4071146226450967,0.2-0.4
bm25,1,31800,0.336111,0.245902,0.11823476366701433,0.2-0.4
bm25,1,31802,0.327778,0.416667,0.22608057371171164,0.2-0.4
bm25,1,31803,0.330556,0.516667,0.3828945086549153,0.2-0.4
bm25,1,31806,0.386111,0.212121,0.08333333333333334,0.2-0.4
bm25,1,31807,0.447222,0.616667,0.214818536707161,0.4-0.6
bm25,1,31808,0.413889,0.3,0.1596320906872455,0.4-0.6
bm25,1,31809,0.266667,0.716667,0.19474237814376383,0.2-0.4
bm25,1,31810,0.266667,0.216667,0.08642175063185303,0.2-0.4
bm25,1,31812,0.269444,0.235075,0.0,0.2-0.4
bm25,1,31814,0.675,0.833333,0.577581974347728,0.6-0.8
bm25,1,31816,0.480556,1.0,0.5752635735107071,0.4-0.6
bm25,1,31817,0.461111,0.666667,0.45012536822627425,0.4-0.6
bm25,1,31818,0.458333,0.666667,0.36464119332158984,0.4-0.6
bm25,1,31819,0.430556,0.402381,0.4501799588894214,0.4-0.6
bm25,1,31820,0.397222,0.407407,0.2945549183659645,0.2-0.4
bm25,1,31822,0.197222,0.783333,0.12471675706204927,0.0-0.2
bm25,1,31823,0.2,0.216667,0.2565516649120402,0.0-0.2
bm25,1,31824,0.202778,0.916667,0.42810574729627887,0.2-0.4
bm25,1,31826,0.230556,0.616667,0.5450055933138874,0.2-0.4
bm25,1,31827,0.202778,0.233333,0.16019832421381422,0.2-0.4
bm25,1,31828,0.188889,0.05,0.19309259402783308,0.0-0.2
bm25,1,31829,0.205556,0.116667,0.3747046603405557,0.2-0.4
bm25,1,31831,0.380556,0.216667,0.4794264483295403,0.2-0.4
bm25,1,31833,0.669444,0.833333,0.9004781993955122,0.6-0.8
bm25,1,31834,0.325,0.933333,0.30376049150691586,0.2-0.4
bm25,1,31837,0.211111,0.216667,0.07706405677485594,0.2-0.4
bm25,1,31838,0.211111,0.080189,0.06329113919991455,0.2-0.4
bm25,1,31839,0.202778,0.160377,0.3603365456086686,0.2-0.4
bm25,1,31840,0.2,0.116667,0.02121212065867772,0.0-0.2
bm25,1,31841,0.208333,0.116667,0.18127505267106597,0.2-0.4
bm25,1,31842,0.194444,0.45,0.237132396057223,0.0-0.2
bm25,1,31843,0.211111,0.35,0.4697198495842886,0.2-0.4
bm25,1,31844,0.188889,0.134514,0.07307723466020645,0.0-0.2
bm25,1,31845,0.2,0.133333,0.22559289592064893,0.0-0.2
bm25,1,31846,0.191667,0.082816,0.13358004078035277,0.0-0.2
bm25,1,31849,0.188889,0.1,0.24622319732811573,0.0-0.2
bm25,1,31851,0.219444,0.080709,0.22988215228789502,0.2-0.4
bm25,1,31852,0.219444,0.0,0.27276539947611467,0.2-0.4
bm25,1,31853,0.252778,0.416667,0.3515851023914377,0.2-0.4
bm25,1,31854,0.277778,0.45,0.3501088877873385,0.2-0.4
bm25,1,31855,0.247222,0.142077,0.17410033265369393,0.2-0.4
bm25,1,31857,0.255556,0.45,0.3512212988230528,0.2-0.4
bm25,1,31858,0.602778,0.355072,0.490250698141386,0.6-0.8
bm25,1,31859,0.611111,0.816667,0.31745802682418495,0.6-0.8
bm25,1,31860,0.486111,0.466667,0.33464302761802417,0.4-0.6
bm25,1,31862,0.405556,0.247619,0.09689836108960127,0.4-0.6
bm25,1,31863,0.405556,0.683333,0.3382330828412914,0.4-0.6
bm25,1,31864,0.361111,0.346296,0.21299900285677617,0.2-0.4
bm25,1,31866,0.280556,0.566667,0.48586507803432033,0.2-0.4
bm25,1,31867,0.272222,0.283333,0.28818601733110843,0.2-0.4
bm25,1,31868,0.258333,0.733333,0.5197520738181727,0.2-0.4
bm25,1,31870,0.258333,0.208333,0.583371717935986,0.2-0.4
bm25,1,31871,0.402778,0.4,0.5246720475202735,0.4-0.6
bm25,1,31873,0.397222,0.371429,0.3955584035062439,0.2-0.4
bm25,1,31876,0.316667,0.3,0.2678334663284346,0.2-0.4
bm25,1,31881,0.341667,0.227642,0.04970669814543266,0.2-0.4
bm25,1,31884,0.577778,0.293333,0.4318820986816588,0.4-0.6
bm25,1,31885,0.544444,0.533333,0.45436185785768823,0.4-0.6
bm25,1,31886,0.327778,0.266908,0.18760145153097155,0.2-0.4
bm25,1,31889,0.325,0.333333,0.07419294089825107,0.2-0.4
bm25,1,31890,0.411111,0.297297,0.32162888299568687,0.4-0.6
bm25,1,31892,0.388889,0.333333,0.21553621801401557,0.2-0.4
bm25,1,31894,0.194444,0.103591,0.1979650113310628,0.0-0.2
bm25,1,31895,0.161111,0.076052,0.13828532529043266,0.0-0.2
bm25,1,31896,0.197222,0.053991,0.15607930513498092,0.0-0.2
bm25,1,31897,0.2,0.2,0.21455635626226668,0.0-0.2
bm25,1,31898,0.169444,0.133333,0.1288541951155774,0.0-0.2
bm25,1,31899,0.186111,0.25,0.31425848637813747,0.0-0.2
bm25,1,31900,0.169444,0.1,0.07006144146597044,0.0-0.2
bm25,1,31901,0.183333,0.083333,0.2944444509857811,0.0-0.2
bm25,1,31902,0.180556,0.15,0.21985443545445202,0.0-0.2
bm25,1,31903,0.766667,0.350877,0.04872478815994398,0.6-0.8
bm25,1,31904,0.377778,0.916667,0.3040027346107829,0.2-0.4
bm25,1,31905,0.377778,0.35,0.46952682586580785,0.2-0.4
bm25,1,31906,0.380556,0.265723,0.45173903748759425,0.2-0.4
bm25,1,31907,0.447222,0.154762,0.461335876684652,0.4-0.6
bm25,1,31908,0.391667,0.866667,0.3674237035911956,0.2-0.4
bm25,1,31910,0.166667,0.283333,0.18414598189719722,0.0-0.2
bm25,1,31913,0.194444,0.45,0.31257396640896173,0.0-0.2
bm25,1,31914,0.169444,0.25,0.04971590791290307,0.0-0.2
bm25,1,31915,0.186111,0.082883,0.0,0.0-0.2
bm25,1,31916,0.222222,0.233333,0.3141370911230647,0.2-0.4
bm25,1,31917,0.191667,0.152381,0.05816226615851465,0.0-0.2
bm25,1,31918,0.161111,0.041441,0.19109351202569186,0.0-0.2
bm25,1,31919,0.175,0.083333,0.2387231409450594,0.0-0.2
bm25,1,31921,0.25,0.5,0.39518281917716125,0.2-0.4
bm25,1,31922,0.233333,0.185897,0.16412352458312357,0.2-0.4
bm25,1,31923,0.311111,0.6,0.40901777588159854,0.2-0.4
bm25,1,31924,0.213889,0.211765,0.29055069845720216,0.2-0.4
bm25,1,31925,0.269444,0.966667,0.33205546632763283,0.2-0.4
bm25,1,31926,0.208333,0.253623,0.2141028202893274,0.2-0.4
bm25,1,31927,0.108333,0.020805,0.5509312217079237,0.0-0.2
bm25,1,31928,0.094444,0.116667,0.24000840660978276,0.0-0.2
bm25,1,31929,0.105556,0.383333,0.22521945631513401,0.0-0.2
bm25,1,31930,0.122222,0.05,0.16491938949497867,0.0-0.2
bm25,1,31931,0.105556,0.0,0.34666255506576027,0.0-0.2
bm25,1,31932,0.111111,0.116667,0.09244463642827083,0.0-0.2
bm25,1,31933,0.105556,0.116667,0.17712337528356684,0.0-0.2
bm25,1,31934,0.113889,0.133333,0.09193867415578931,0.0-0.2
bm25,1,31935,0.1,0.1,0.2156608180608085,0.0-0.2
